iter	F1	Logloss
1724	0.9280703213	0.2868800377
1725	0.9280735807	0.2868013529
1726	0.9280822286	0.2867716632
1727	0.9281202783	0.2867532116
1728	0.9281142259	0.2867064158
1729	0.9281428971	0.2866339834
1730	0.9281581986	0.2866035298
1731	0.9281762253	0.2865551854
1732	0.9281768906	0.2864921702
1733	0.9282162072	0.2864319442
1734	0.9282494753	0.2863578284
1735	0.9282902452	0.2863115662
1736	0.928359681	0.2862546689
1737	0.9283649466	0.2861933607
1738	0.9283282322	0.2861528383
1739	0.9283215192	0.286126113
1740	0.928403543	0.2860595701
1741	0.9283968317	0.2860178307
1742	0.9284374839	0.2859538603
1743	0.9284928871	0.2858897275
1744	0.9285461861	0.2857992886
1745	0.9285360976	0.2857250638
1746	0.9286188422	0.2856429623
1747	0.9286441872	0.285616645
1748	0.9286708635	0.2855735947
1749	0.9286948768	0.2855293984
1750	0.9287735727	0.2854531758
1751	0.9287869328	0.2853653197
1752	0.9288616735	0.2852873802
1753	0.9288636709	0.2852088751
1754	0.9288843525	0.2851489516
1755	0.9288869742	0.285114892
1756	0.9289109853	0.2850599209
1757	0.9289296292	0.2850066016
1758	0.928968956	0.2849575674
1759	0.9289856039	0.2849070901
1760	0.9289876016	0.2848516537
1761	0.9289876016	0.28484312
1762	0.9289935951	0.2848384481
1763	0.9289969248	0.2848285141
1764	0.9290389546	0.2847788274
1765	0.9290229345	0.284742074
1766	0.929015534	0.2846726896
1767	0.9290595638	0.2846196972
1768	0.9290802461	0.2845964051
1769	0.9290882384	0.2845089101
1770	0.9290909026	0.2844887504
1771	0.9290301119	0.2844236067
1772	0.9290180857	0.2843760677
1773	0.9290120536	0.2843207147
1774	0.9290294087	0.2843206801
1775	0.9290413982	0.2842601196
1776	0.9291094481	0.2841672747
1777	0.9291101142	0.2841115978
1778	0.9291715	0.2840537214
1779	0.929216197	0.2840059411
1780	0.9291881541	0.2839494194
1781	0.9291954821	0.2838865413
1782	0.9291714018	0.2838303535
1783	0.9292494766	0.2837671576
1784	0.929310194	0.2837176985
1785	0.9292574415	0.2836819285
1786	0.9292740987	0.2836178973
1787	0.9292914518	0.2835630804
1788	0.9293094708	0.2834726539
1789	0.9292960871	0.2834378597
1790	0.9292967246	0.2833746558
1791	0.9293307376	0.2833233868
1792	0.9293407334	0.283291975
1793	0.9293674166	0.2832026891
1794	0.9293760801	0.2831882468
1795	0.9293560337	0.2831346392
1796	0.9294107608	0.2830798124
1797	0.9294274225	0.283010677
1798	0.9294854557	0.2829233594
1799	0.9294714355	0.2828737618
1800	0.9294193245	0.2828040937
1801	0.9294293228	0.2827411992
1802	0.929387227	0.2826689744
1803	0.9294519624	0.282609735
1804	0.9296315021	0.2825357735
1805	0.9296455024	0.2824408194
1806	0.9296828553	0.2824032216
1807	0.9296942063	0.2823681451
1808	0.929717542	0.2823282054
1809	0.929767594	0.2822561151
1810	0.9297168753	0.2821893539
1811	0.9297702467	0.2821191959
1812	0.9297829158	0.282058378
1813	0.9297969189	0.2819839415
1814	0.9297942381	0.2819357228
1815	0.9298255932	0.2818539487
1816	0.9298742989	0.2817689986
1817	0.9298749658	0.2816872787
1818	0.9300157551	0.2815747775
1819	0.9300237583	0.2815651165
1820	0.9300210906	0.281535053
1821	0.9300364304	0.2815011945
1822	0.9300471019	0.2814342492
